Headline,Category
Роман Маргариты Симоньян включили в шорт-лист одной из главных российских премий «Большая книга»,Культура
В Петербурге после атаки дронов эвакуировали жителей дома из-за неразорвавшегося БПЛА,Конфликты
Под Петербургом утром беспилотники поразили корвет «Бойкий» — он сопровождал суда теневого флота,Конфликты
До восьми человек выросло число погибших после удара беспилотника по рейсовому автобусу в «ДНР»,Конфликты
Журналистке Марии Пономаренко дали еще почти два года лишения свободы по новому делу,Конфликты
"Война, по версии Кремля, продолжается именно для того, чтобы не было ударов, подобных атаке на Петербург",Конфликты
В детском лагере под Нижним Тагилом открыли памятник Феликсу Дзержинскому,Общество
На заправках Москвы и Подмосковья появляются лимиты на продажу бензина,Экономика
Генсек НАТО приехал в Киев с неанонсированным визитом,Политика
"Российская разведка заявила, что ЕС «агрессивно выдавливает» РПЦ из Армении",Политика
В Тамбовской области под удар беспилотников попал завод «Прогресс»,Конфликты
Петербург на ПМЭФ позиционирует себя «столицей морских и беспилотных технологий»,Общество
"Военный эксперт — об атаках БПЛА и топливном кризисе: удары по трассе в Крым влияют на гражданскую отрасль, но военный эффект ограниченный",Конфликты
"Зеленский: «Украинский план дальнобойных санкций выполняется именно так, как это необходимо для приближения мира»",Политика
В Петербурге повреждены несколько жилых домов после атаки украинских беспилотников,Конфликты
США и Иран этой ночью обменялись одной из самых масштабных атак с начала перемирия,Конфликты
Два сотрудника МЧС погибли при тушении пожара после атаки беспилотников в Смоленской области,ЧП
В Петербурге есть пострадавшие после атаки украинских беспилотников. Повреждены четыре дома,Конфликты
"В Петербурге сбои в работе мобильного интернета — местные жалуются, что не работают «белые списки»",Общество
"Семь человек погибли, 11 пострадали при попадании беспилотника в автобус в «ДНР»",ЧП
В день открытия ПМЭФ в Петербурге горит один из крупнейших нефтяных объектов— сбито больше 50 беспилотников,Наука
Задолженность пяти ведущих российских IT-компаний выросла на 53% и достигла двух триллионов рублей,Экономика
В Петербурге на некоторых заправках начали ограничивать продажу топлива,Экономика
В Москве ограничили работу аэропортов Домодедово и Внуково. На подлете к столице сбили четыре дрона,Транспорт
"На Z-активиста и лидера московских нацболов завели дело о «дискредитации» за то, что он назвал Шойгу «куколдом»",Политика
"Первая партия армянских товаров, запрещенных к ввозу в Россию, отправлена в ЕС и другие страны",Политика
"В «ЛНР» ограничили продажу бензина, в Белгородской и Курской областях «Роснефть» перестала отпускать топливо в канистры",Экономика
Фехтовальщиков из России и Беларуси допустили к международным соревнованиям с гимном и национальной символикой,Политика
Вице-губернаторам и министрам Краснодарского края запретили выезжать из региона,Политика
"Фразу «Работайте, братья» включили в единый учебник литературы",ЧП
"Разведку США возглавил руководитель федерального ипотечного агентства, не имеющий опыта в разведке",Политика
«Яндекс» продал сервис «Авто.ру» владеющей «Т-Банком» группе за 35 млрд рублей,Экономика
"Рубио рассказал о «доказательствах» того, что Москва хочет проигрыша Пашиняна на выборах из-за растущих связей Армении с США",Политика
"Число погибших из-за удара по Днепру выросло до 16 человек, 42 получили ранения",ЧП
"В Финляндии по заявлению украинского «Нафтогаза» изъяли российское имущество на 3,7 млн евро",Экономика
Путин предложил выделить факультеты русского языка и литературы из филологических,Политика
В Тюмени арестовали главреда издания «Парк.72» Ольгу Воронину,Политика
В Россию в преддверии ПМЭФ прибыл блогер-мизогин Эндрю Тейт. В аэропорту его встретили танцами и кавером на песню «Матушка»,Транспорт
"Россия запретила ввозить из Армении баклажаны, картошку, сухофрукты и семечковые культуры",Политика
"«Если вы хотите и дальше, чтобы из страны уезжали все, кто боится ваших законов, — то вы на правильном пути». Собчак ответила на донос Мизулиной",Политика
«Лента» официально выкупила «О’Кей» — ритейлеру перейдут 75 гипермаркетов,Политика
"Жителя Волгограда приговорили к пяти годам колонии за комментарии, в которых он поддержал ВСУ и РДК",Конфликты
Зеленский поручил завершить войну до зимы. Пост Гурулева о мобилизации. Роскошная жизнь главы ВЦИОМ,Конфликты
Почему в отношениях мы наступаем на одни и те же грабли?,Политика
Любимая специя Дюжева. Скандал у Скабеевой. Ксения Шойгу дает советы папе. Песков — фанат изюма,Политика
Путин угрожает Киеву «наказанием». Госдума без Дюжева. Медведев сравнил Пашиняна с Троцким,Политика
Гражданина РФ и Бельгии приговорили к 16 годам колонии по делу о «госизмене»,Конфликты
Мизулина написала донос на Собчак из-за интервью с Синяком,ЧП
С начала года в бюджет поступили безвозмездные взносы на сумму в 220 млрд рублей. В марте Путин предложил бизнесменам делать «взносы в бюджет» на войну,Экономика
"В телеграм-канале депутата-генерала Гурулева появился пост о «тупике» на фронте и готовящейся мобилизации — в Максе он написал, что аккаунт украли",Конфликты
Журналиста «Новой газеты» Олега Ролдугина перевели из СИЗО под домашний арест,ЧП
Уралвагонзавод переименовал свою боевую машину «Терминатор» в «Спиридон»,Конфликты
ФСБ обвинила иностранные спецслужбы в слежке за российскими чиновниками,Политика
Трамп обматерил Нетаньяху за новые удары по Ливану — Axios,Конфликты
Financial Times: США ведут переговоры о расширении размещения ядерного оружия в Европе,Экономика
В Белгородской области горит меловой завод. В одном из сел после атаки БПЛА ранен 11-летний ребенок,ЧП
В Краснодарском крае возник пожар на НПЗ и был поврежден многоквартирный дом после атаки украинских беспилотников,Конфликты
Сербия не намерена вводить визы для россиян — Вучич,Политика
Девять человек погибли в результате атаки российских военных на Днепропетровскую область,ЧП
"Российская армия нанесла масштабный удар по Киеву — пять погибших, более 60 пострадавших",Конфликты
"ФБК заявил, что глава ВЦИОМ выводит бюджетные средства через сеть индивидуальных предпринимателей",Экономика
Зеленский снова предупредил украинцев о возможном массированном ударе российской армии,Конфликты
Задержан глава продовольственного управления Минобороны,Политика
"Путин заявил, что Киев «решил придать новое качество конфликту»",Конфликты
Замглавы Духовного управления мусульман РФ оштрафовали за картину с военачальниками Чингисхана,Конфликты
Россельхознадзор запретил ввозить виноград из Армении,Политика
Российские пользователи пожаловались на доступ к репозиторию библиотек для языка Python,Конфликты
Минфин и ЦБ предупредили Кремль об опасном дефиците бюджета из-за расходов на войну — Bloomberg,Экономика
Серена Уильямс возвращается на теннисный корт после четырехлетнего перерыва,Спорт
На фоне топливного кризиса АЗС в аннексированном Крыму «временно» прекратили отпускать талоны на бензин,Экономика
«Такого в России раньше никогда не было». Правозащитник — об облавах для вербовки на контракт,Политика
СК возбудил уголовное дело из-за избиения 14-летней бурятки в Москве,ЧП
Трех жителей Тюменской области лишили российского гражданства за «пропаганду антироссийских настроений»,Общество
Студента приговорили к 15 годам лишения свободы по делу о терроризме из-за телеграм-канала с мемами,Общество
Иран приостановил переговоры с США из-за ударов Израиля по Ливану — Tasnim,Конфликты
В России снимут ремейк «Приключений кота Леопольда» — это будет игровой фильм с живыми актерами,Культура
В Казани скопировали львовский ресторанный бренд «Пьяная вишня». Заведение с идентичной концепцией назвали «Конь и вишня»,Политика
В мае ВСУ нанесли рекордное количество ударов по нефтяным объектам в России с начала полномасштабной войны,Конфликты
Алтайскую активистку и мать троих детей Аруну Арна приговорили к пяти годам колонии,Общество
Лукашенко не считает Ким Чен Ына диктатором,Политика
С 1 июня россияне могут получать повестки в суд и судебные документы на Госуслугах автоматически,Культура
Путин поговорил по телефону с Пашиняном,Политика
Хакеры взломали аккаунт Барака Обамы в Instagram,Политика
На Мальте произошел мощный взрыв на заводе по производству фейерверков,ЧП
Дочери Путина выступят на ПМЭФ в один день,Политика
"Пашинян: Армения продолжит работать в ЕАЭС до тех пор, «пока выбор между ЕС и ЕАЭС станет неизбежным»",Политика
Россельхознадор потребовал приостановить сертификацию рыбы из Армении,Политика
Пациенты с онкологическими заболеваниями пожаловались на нехватку препаратов. Дефицит зафиксировали не менее чем в 16 регионах,Политика
Путин поручил ФСБ и кабмину «обеспечить бесперебойную работу важнейших сервисов» в период отключений интернета,Политика
Правительство ввело запрет на экспорт авиационного керосина на пять месяцев,Экономика
Путин поздравил Пашиняна с днем рождения,Политика
"Макрон: Франция задержала подсанкционный нефтяной танкер, шедший из России",Экономика
Хвича Кварацхелия стал лучшим футболистом Лиги чемпионов в этом сезоне,Спорт
Эксперты МАГАТЭ выявили повреждения на Запорожской АЭС после атак беспилотников,Конфликты
США снова нанесли удары по объектам в Иране на фоне перемирия,Конфликты
На рейсы «Аэрофлота» Москва — Петербург запустили посадку в самолет по биометрии,Транспорт
Стоимость обучения в российских вузах выросла на 10% за год на фоне сокращения платных мест,Экономика
Израиль попросил США разрешить усилить удары по Ливану — The Jerusalem Post,Конфликты
В Москве девочка из Бурятии получила травмы после конфликта с двумя женщинами,Конфликты
Адама Кадырова наградили еще одной медалью — в этот раз «За вклад в проведение СВО»,Спорт
Лукашенко посоветовал жителям Армении быть аккуратнее при выборе между Россией и Европой,Политика
В Сыктывкаре у трех семей хотят изъять 8-летних детей — они прыгали на инсталляции из кубов к 9 мая,Общество
Bloomberg: Евросоюз рассматривает заморозку потолка цен на российскую нефть,Экономика
Во Франции прошли беспорядки после победы ПСЖ в Лиге чемпионов — задержано более 400 человек,Спорт
В Севастополе начали продавать бензин по талонам,ЧП
В Ростовской области загорелось топливное хранилище после атаки беспилотников,Конфликты
В Саратове горит НПЗ после атаки украинских беспилотников,Конфликты
Путин в поиске бессмертия. Дисс Нойза на Гуфа заблокировали. ВСУ перерезает снабжение армии России,Конфликты
Массированная атака на юг России. Путин угрожает Пашиняну. В Крыму нехватка топлива,Политика
В России могут ввести алкозамки для автомобилей,Транспорт
В Белгороде вернут мобильный интернет и уличное освещение,Политика
"«Росатом» обвинил ВСУ в ударе дроном по машинному залу шестого блока Запорожской АЭС, из-за которого в нем образовалась дыра",Конфликты
В Нижегородской области появится министерство защиты от беспилотников,Конфликты
Роскомнадзор заблокировал дисс Noize MC на Гуфа в «Яндекс Музыке»,Политика
Эстония установила на границе с Россией первые стационарные системы обнаружения дронов,Конфликты
"ВСУ начали перерезать снабжение российской армии по трассе Таганрог — Мариуполь — Мелитополь — Джанкой, водителей призвали «ограничить» поездки по ней «без острой необходимости». В Крыму ввели ограничения на продажу бензина",Транспорт
В России начали жаловаться на проблемы с доступом к сервису Figma,Политика
Из-за российской атаки было разрушено здание вокзала в Сумской области,Транспорт
Кореевед Андрей Ланьков решил перестать общаться с журналистами из-за второго протокола о связи с «нежелательной» организацией,Политика
"Аэропорт Мюнхена закрывали из-за появления в небе неопознанного объекта — вероятно, дрона",Транспорт
Митрополит Иларион вернулся в Россию после ареста в Чехии,Политика
"Два человека пострадали из-за атаки на Ростовскую область, в Таганроге и Армавире атакованы нефтяные объекты",Конфликты
Цена на водку за год выросла почти на 15 процентов — «Руспродсоюз»,Общество
Россия вызвала в Москву посла из Армении для консультаций из-за сближения Еревана с ЕС,Политика
"Цитата из Гитлера, угрозы Армении и «законные цели» в Латвии. Что сказал Путин журналистам в Казахстане",Политика
РГГУ ищет биографа рода Путиных,Политика
Крымчанина оштрафовали за «дискредитацию» из-за разговора в отделении наркологии,ЧП
Путин приписал Геббельсу цитату из «Майн кампфа»,Политика
"Матвиенко предложила поисковикам изменить выдачу об абортах — сначала показывать центры помощи семье, потом — клиники",Общество
"Путин считает, что повышение цен на энергоносители для Армении приведет к потере как минимум 14% ее ВВП",Экономика
"Путин заявил, что называть конкретные сроки окончания войны в условиях боевых действий «опрометчиво», Россия наступает «по всем направлениям»",Конфликты
"Путин: у России есть «все средства», чтобы «сровнять с землей» всех, кто попытается сделать это с Калининградской областью",Политика
"Путин заявил, что узнал про падение дрона в Румынии «только что», но предположил, что аппарат — украинский",Конфликты
Российский дрон упал в Румынии из-за удара по нему украинской ПВО,Конфликты
Армении предложили выбрать между ЕС и ЕАЭС,Политика
Минюст расширил реестр «иноагентов»,Политика
"Еврокомиссия не стала вводить санкции против завода в Ирландии, который снабжает сырьем российский ВПК",Экономика
Во всем Уральском федеральном округе впервые ввели режим ракетной опасности,Конфликты
«Кинопоиск» запретил публиковать пользовательские рецензии в течение четырех недель после начала проката в России,Культура
"Два человека пострадали при атаке дронов на турецкий сухогруз, шедший из Одессы",Конфликты
Румыния закроет генконсульство России в Констанце после попадания дрона в жилой дом,Конфликты
Российский суд приговорил менеджера Disney к сроку в колонии за мармелад с марихуаной,Спорт
"На войну с Украиной уехали двое мужчин, которые подожгли и закопали живого человека",Конфликты
Для борьбы со старением кремлевские ученые исследуют 3D-печать живых тканей и выращивание человеческих органов внутри декоративных свиней — WSJ,Наука
Агрохолдинг «Русагро» перешел под управление Россельхозбанка,Политика
"Роспотребнадзор остановил продажу в России 64,5 млн бутылок армянской минеральной воды «Джермук»",Политика
Рейтинг Путина возобновил падение — ВЦИОМ,Политика
"Агентство ТАСС сообщило, что на заправках запретят пользоваться мобильными телефонами. В МЧС это опровергли",ЧП
Минпросвещения проверяет «гражданственно-патриотические установки» учащихся и преподавателей,Политика
«Серьезная и безответственная эскалация». МИД Румынии — о попадании российского дрона в жилой дом,Конфликты
"Один человек погиб, двое ранены в результате атаки БПЛА в Волгоградской области",ЧП
В Ярославской области после атаки беспилотников возник пожар «на объектах по хранению топлива»,Конфликты
На испытаниях тяжелой ракеты Blue Origin произошел взрыв,ЧП
"Волгоград атакован дронами: поврежден жилой дом, загорелся НПЗ",Конфликты
"Беспилотник врезался в жилой дом в Румынии. Минобороны заявило, что он был российским",Конфликты
Апелляционный суд в Германии отказался предоставлять защиту еще одному российскому призывнику,Политика
"В еще одном регионе России запретили продажу детям бензина, дизеля и лакокрасочных материалов",Общество
"В Челябинске снова откроют танковое училище, расформированное в 2007 году",Общество
В Москве суд арестовал по делу о взятке главу департамента Минтранса,Политика
После получения протокола об «ЛГБТ-пропаганде» бренд CHA U KAO удалил из соцсетей посты с амбассадором Алексеем Жидковским,Политика
На связанный с «Роснефтью» небоскреб в Москве установили систему ПВО,Конфликты
Российским частным компаниям разрешили закупать зенитные орудия для защиты от дронов,Спорт
В Адыгее ввели режим ЧС из-за дождей,Погода
Путин вновь не выговорил имя Токаева. Москву укрепляют от атак дронов. Иск Гагариной против ЕС,Конфликты
Путин и Кабаева тратят сотни тысяч долларов на воспитание своих сыновей как «образованных европейцев». Для этого они нанимают десятки иностранных гувернеров — «Система»,Экономика
"Почему одни люди манипулируют другими? Как распознать манипуляции, и могут ли они быть во благо?",Политика
Уполномоченная по правам детей Москвы предложила снизить возраст трудоустройства с 14 до 12 лет,Общество
«Я скорее ограничил Россию-маму в родительских правах. А предавать я ее не собираюсь». Артемий Троицкий — об ИИ-клипе Шамана с лицами эмигрантов,Политика
Российские СМИ удалили новость о росте долгов по зарплатам,Экономика
Хабаровского срочника отправили на фронт за два дня до суда о расторжении контракта,Конфликты
После вторжения ВСУ в Курскую область в розыске остаются 332 жителя региона,Конфликты
"Глава Минэнерго: договор о беспошлинных поставках в Армению нефти и газа расторгнут только в случае, если «они перейдут от Евразийского экономического союза в ЕС»",Экономика
Сотруднице Института философии РАН предъявили обвинение по делу о проекте «Наследие Аристотеля»,Политика
"Россия запретила ввозить огурцы, помидоры, зелень и клубнику из Армении",Спорт
"В Херсоне под обстрел попала детская прощадка, погиб мужчина и пострадали дети",ЧП
Участник войны в Украине угрожал взорвать гранаты в московской пекарне,Конфликты
"Шаман выпустил клип, где сгенерированные ИИ эмигранты другие поют «Россия — мама»",Политика
"Путин заявил, что отношения РФ и Казахстана «находятся на подъеме»",Политика
В РФ начали штрафовать банки и МФО за пересылку личных данных через WhatsApp,Экономика
Совет Международной федерации хоккея аннулировал решение о недопуске российских спортсменов,Спорт
МИД Украины опровергает слова главы евродипломатии Каллас об эвакуации американского посольства из Киева,Политика
В четыре раза чаще стали отменять авиарейсы в России в этом году,Транспорт
В Нижнем Новгороде беспилотник или его обломки попали в здание областного суда,Конфликты
Никол Пашинян анонсировал строительство транзитного газопровода через территорию Армении,Политика
Tasnim: Иран нанес удар по американской авиабазе,Конфликты
Трамп поддержал Пашиняна на предстоящих выборах в Армении и назвал его «великим другом»,Политика
С Артемия Лебедева взыскали 300 тыс. рублей по иску Мизулиной,Экономика
Страны Персидского залива намерены обсудить статус военных баз США после завершения войны на Ближнем Востоке — «Коммерсант»,Конфликты
В аннексированном Севастополе после атаки ВСУ загорелся штаб Морской авиации Черноморского флота России — Astra,Конфликты
"Митрополит Иларион заявил, что его арест в Чехии — «какая-то спланированная акция»",Экономика
Долги по зарплатам в российских организациях выросли до максимума с конца 2019 года,Экономика
Мишустин назначил новую замглавы Минцифры,Политика
Россия и Талибан договорились о военно-техническом сотрудничестве,Политика
ПАСЕ решила не отстранять Руслана Кутаева от платформы российских демократических сил из-за гомофобных заявлений и оправдания «убийств чести»,Конфликты
Суд в Москве арестовал криптоблогера Валерию «Битмаму» Федякину по делу о незаконной банковской деятельности,Экономика
На войне погиб член «патриотической» организации ВШЭ «Белый ворон» и сын экс-замминистра иностранных дел,ЧП
Российские телеграм-каналы за последние месяцы потеряли почти половину аудитории,Конфликты
Путин прилетел в Казахстан,Политика
"Россиянам в запасе приходят повестки в военкомат «для уточнения данных». Правозащитник рассказал, что нужно делать",Общество
На косметический бренд CHA U KAO составили протокол об «ЛГБТ-пропаганде» в интернете,Политика
Зеленский направил Трампу срочное письмо о критической нехватке систем противоракетной обороны и боеприпасов для них,Политика
Украинская полиция: В СИЗО Таганрога журналистке Виктории Рощиной сломали затылочную кость,ЧП
"Департамент образования Томской области объяснил запрет иностранных надписей на одежде школьников тем, что «неокрепшие умы» могут столкнуться с «чуждыми и опасными смыслами»",Общество
Шесть человек погибли в Донецкой и Черниговской областях после атак российских военных,ЧП
Экс-глава Брянской области Александр Богомаз может войти в комитет Госдумы по транспорту,Политика
"«Сосновский маньяк» Андрей Кийко, которого начали искать в Ленобласти, вероятно, погиб на фронте — «Фонтанка»",ЧП
Два депутата Госдумы случайно проголосовали против осуждения обстрела Старобельска «ЛНР»,Политика
"Пользователи в России пожаловались на сбои в работе Max, «ВКонтакте» и «Яндекса»",Политика
В Литве произошла масштабная утечка данных из госреестров,ЧП
В России усилили санитарно-карантинный контроль на госгранице в связи со вспышкой лихорадки Эбола,Политика
Сделавшую кальян на куличе девушку приговорили к 3 годам и 25 дням колонии,Культура
Грушинский фестиваль вновь отменили «из-за ситуации с безопасностью». Вместо него пройдет фестиваль с Z-повесткой,Культура
Депутата «Яблока» оштрафовали за удаленные посты 2020 года с фотографиями Навального,Политика
WSJ: В Европе опасаются выхода войны за пределы Украины — это может стать оправданием для новой мобилизации,Конфликты
Фонд «Совет мира» Трампа за 4 месяца не получил ни доллара от партнеров,Экономика
"В Туапсе обломки беспилотника упали на территории морского терминала. Возник пожар, его потушили",ЧП
"«Если ты ЛГБТ, значит, ты плохой, ты враг. А если ты ходишь в церковь и в правильной форме делаешь детей, то ты — хороший человек». Психолог — о том, как в авторитарном режиме секс становится оружием и мерилом нормальности",Общество
В Липецке две женщины и годовалый ребенок погибли из-за пожара в частном доме,ЧП
Минцифры расширило требования к операторам по передаче данных о клиентах силовикам,Политика
"ВСУ атаковали Таганрог и Севастополь ракетами, минимум два человека ранены",Конфликты
"Госдума приняла в первом чтении законопроект, повышающий пошлину за получение российского гражданства в 12 раз",Политика
В Ленобласти ищут ранее осужденного на 25 лет за убийства и изнасилования женщин «сосновского маньяка» Андрея Кийко. Он отправился на войну с Украиной и сбежал после ранения,ЧП
"Россия пригрозила приостановить беспошлинную поставку в Армению природного газа, нефтепродуктов и необработанных алмазов",Экономика
Суд удовлетворил ходатайство Центробанка о взыскании с бельгийского депозитария Euroclear 200 млрд евро причиненных убытков,Экономика
Жилой дом частично обрушился из-за взрыва и пожара в Липецке,ЧП
"Володин заявил, что въезд Чубайсу в Россию «заказан»",Политика
"Миллиардер Александр Галицкий покинул Россию после того, как его имущество конфисковали",Политика
"Иран отказался проводить переговоры с США до тех пор, пока не будут разблокированы его замороженные средства",Политика
Путин посетит Казахстан,Политика
Таганский суд Москвы оштрафовал «Билайн ТВ» и DeviantArt за «пропаганду ЛГБТ» и неудаление информации,Общество
Суд не стал принимать жалобу жены Азата Мифтахова на бездействие следователя,Политика
Верховный административный суд Финляндии приостановил процесс депортации из страны антивоенного активиста Романа Голикова,Культура
"Актер Глеб Калюжный, против которого возбудили дело об уклонении от службы, вернулся из армии",Культура
Минцифры отказалось от введения платы за регистрацию смартфонов по IMEI,Политика
В Роскомнадзоре отвергли сбор IP-адресов пользователей операторов связи,Общество
"Путин: единственные преступления, к которым не должен применяться срок давности, — преступления против человечности",Политика
Митрополита Илариона отпустили из-под стражи в Чехии,Политика
Госдума разрешила арестовывать имущество уехавших россиян за действия «против интересов РФ»,Политика
Одессу готовят к обороне. Цены на нефть растут. «Свошникам» спишут кредиты. Шаман и секретная папка,Экономика
Звягинцев ответил Пескову. «Свошник» облил кислотой девушку. США возобновили удары по Ирану,Конфликты
"В Совбезе Беларуси заявили о попытке украинских беспилотников поразить «элементы пограничной инфраструктуры, прикрываясь случайными залетами»",Конфликты
"Одного из лучших преподавателей математики НИУ ВШЭ отправили в колонию на 3,5 года за пожертвования ФБК",ЧП
Гомосексуальность и трансгендерность назвали психическими заболеваниями на съезде психиатров России,Политика
Глава ФСБ обвинил западные страны в создании «цифровых лабораторий» для «манипулирования населением» в странах СНГ,Наука
Один человек погиб в Херсонской области в результате атаки российских военных,ЧП
"«Речь об уничтожении города, как среды человеческого обитания». Политолог Дмитрий Орешкин — о заявлениях российского МИД про удары по Киеву",Конфликты
«Известия»: в России оштрафовали десятки операторов связи за непередачу IP-адресов,Политика
"В Одессе погиб один человек, еще трое ранены в результате удара российских военных",ЧП
"Суд изъял имущество экс-замминистра обороны Руслана Цаликова на 5,5 млрд рублей",Экономика
